,name,coordinates,nearestSchool,nearestSchool_distance,Y,X,School_Name,real_distance,real_duration
4267,1210/570 Lygon Street Carlton North VIC 3054,"[-37.7935594, 144.9690564]",Carlton Primary School,0.2576,-37.7956,144.97045,Carlton Primary School,1.0,1.6
4268,Rear 469 Nicholson Street Carlton North VIC 3054,"[-37.7886145, 144.9762747]",Fitzroy Community School,0.3174,-37.78917,144.97981,Fitzroy Community School,1.3,1.7
4269,26 Mary Street Carlton North VIC 3054,"[-37.7808128, 144.9727724]",Brunswick South Primary School,0.2354,-37.7787,144.97254,Brunswick South Primary School,0.6,1.4
4270,104 Paterson Street Carlton North VIC 3054,"[-37.78250440000001, 144.9659376]",Princes Hill Secondary College,0.1346,-37.78348,144.96503,Princes Hill Secondary College,0.2,0.4
4271,348 Station Street Carlton North VIC 3054,"[-37.7886474, 144.9757799]",Fitzroy Community School,0.3597,-37.78917,144.97981,Fitzroy Community School,1.4,2.0
4272,14/999 Rathdowne Street Carlton North VIC 3054,"[-37.7805779, 144.9731821]",Brunswick South Primary School,0.216,-37.7787,144.97254,Brunswick South Primary School,0.5,1.2
4273,73 Holtom Street West Princes Hill VIC 3054,"[-37.7804014, 144.9651201]",Princes Hill Primary School,0.2625,-37.7804,144.9681,Princes Hill Primary School,0.7,1.6
4274,694 Drummond Street Carlton North VIC 3054,"[-37.7885305, 144.9708102]",Carlton North Primary School,0.3421,-37.79106,144.97303,Carlton North Primary School,0.7,1.9
4275,320 Station Street Carlton North VIC 3054,"[-37.78940679999999, 144.9756508]",Carlton North Primary School,0.2949,-37.79106,144.97303,Carlton North Primary School,0.5,2.0
4276,416/495 Rathdowne Street Carlton North VIC 3054,"[-37.7940743, 144.9708673]",Carlton Primary School,0.1733,-37.7956,144.97045,Carlton Primary School,0.5,1.1
4277,161 Lee Street Carlton North VIC 3054,"[-37.7911591, 144.9695194]",Carlton North Primary School,0.3094,-37.79106,144.97303,Carlton North Primary School,0.6,1.9
4278,471 Station Street Carlton North VIC 3054,"[-37.7854983, 144.9758336]",Fitzroy Community School,0.5374,-37.78917,144.97981,Fitzroy Community School,1.0,1.7
4279,5/371 Drummond Street Carlton North VIC 3054,"[-37.7968509, 144.968823]",Carlton Primary School,0.1995,-37.7956,144.97045,Carlton Primary School,0.3,1.0
4280,10/830 Drummond Street Carlton North VIC 3054,"[-37.7850457, 144.9714878]",Princes Hill Secondary College,0.5948,-37.78348,144.96503,Princes Hill Secondary College,0.9,2.3
4281,258 Amess Street Carlton North VIC 3054,"[-37.7813048, 144.9747472]",Brunswick South Primary School,0.3484,-37.7787,144.97254,Brunswick South Primary School,0.5,1.2
4282,64 Bowen Crescent Carlton North VIC 3054,"[-37.7803502, 144.9631411]",Princes Hill Secondary College,0.3852,-37.78348,144.96503,Princes Hill Secondary College,0.6,1.5
4283,24 Macpherson St Carlton North VIC 3054,"[-37.7862668, 144.9760811]",Fitzroy Community School,0.4601,-37.78917,144.97981,Fitzroy Community School,1.1,1.6
4284,11/26 Garton Street Carlton North VIC 3054,"[-37.7843225, 144.9640876]",Princes Hill Secondary College,0.125,-37.78348,144.96503,Princes Hill Secondary College,0.4,1.2
4285,104 Fenwick Street Carlton North VIC 3054,"[-37.787501, 144.9727249]",Carlton North Primary School,0.3959,-37.79106,144.97303,Carlton North Primary School,0.8,1.9
4286,459 Station Street Carlton North VIC 3054,"[-37.7857703, 144.9756938]",Fitzroy Community School,0.5233,-37.78917,144.97981,Fitzroy Community School,1.2,1.9
4287,540 Canning Street Carlton North VIC 3054,"[-37.7841985, 144.9754464]",Brunswick South Primary School,0.6618,-37.7787,144.97254,Brunswick South Primary School,1.0,2.2
4288,8 Hughes Street Carlton North VIC 3054,"[-37.7823073, 144.9710576]",Princes Hill Primary School,0.3357,-37.7804,144.9681,Princes Hill Primary School,0.4,1.1
4289,16/611 Drummond Street Carlton North VIC 3054,"[-37.7906389, 144.9698959]",Carlton North Primary School,0.28,-37.79106,144.97303,Carlton North Primary School,1.0,2.3
4290,670 Rathdowne Street Carlton North VIC 3054,"[-37.7815039, 144.9736392]",Brunswick South Primary School,0.3259,-37.7787,144.97254,Brunswick South Primary School,0.6,1.3
4291,68 Princes Street Carlton North VIC 3054,"[-37.7925283, 144.9731766]",Carlton North Primary School,0.1635,-37.79106,144.97303,Carlton North Primary School,0.2,0.8
4292,"399 Station Street, Carlton North VIC 3054","[-37.787176, 144.9754787]",Fitzroy Community School,0.4411,-37.78917,144.97981,Fitzroy Community School,1.3,2.1
4293,26 Mcilwraith Street Princes Hill VIC 3054,"[-37.7846678, 144.9684653]",Princes Hill Secondary College,0.3301,-37.78348,144.96503,Princes Hill Secondary College,0.6,1.4
4294,779 Drummond Street Carlton North VIC 3054,"[-37.786402, 144.970509]",Carlton North Primary School,0.5627,-37.79106,144.97303,Carlton North Primary School,1.1,2.7
4295,587 Rathdowne Street Carlton North VIC 3054,"[-37.7914421, 144.9711866]",Carlton North Primary School,0.1678,-37.79106,144.97303,Carlton North Primary School,0.4,1.3
4296,651 Canning Street Carlton North VIC 3054,"[-37.78078259999999, 144.9754141]",Brunswick South Primary School,0.3428,-37.7787,144.97254,Brunswick South Primary School,0.5,1.1
4297,711 Rathdowne Street Carlton North VIC 3054,"[-37.7882075, 144.9716599]",Carlton North Primary School,0.3388,-37.79106,144.97303,Carlton North Primary School,0.9,2.0
4298,703 Drummond Street Carlton North VIC 3054,"[-37.7882859, 144.9702508]",Carlton North Primary School,0.3934,-37.79106,144.97303,Carlton North Primary School,0.8,2.3
4299,637 Station Street Carlton North VIC 3054,"[-37.7814033, 144.9763823]",Brunswick South Primary School,0.4523,-37.7787,144.97254,Brunswick South Primary School,0.6,1.4
4300,607 Rathdowne Street Carlton North VIC 3054,"[-37.7909036, 144.971348]",Carlton North Primary School,0.1492,-37.79106,144.97303,Carlton North Primary School,0.5,1.3
4301,129 Curtain Street Carlton North VIC 3054,"[-37.788715, 144.969454]",Carlton North Primary School,0.4086,-37.79106,144.97303,Carlton North Primary School,0.9,2.5
4302,30/1066 Lygon St Carlton North VIC 3054,"[-37.780954, 144.970528]",Princes Hill Primary School,0.2226,-37.7804,144.9681,Princes Hill Primary School,0.4,0.9
4303,671 Park St Carlton North VIC 3054,"[-37.779196999999996, 144.9687809]",Princes Hill Primary School,0.1464,-37.7804,144.9681,Princes Hill Primary School,0.2,0.5
4304,3/564C Moreland Road Brunswick West VIC 3055,"[-37.7520414, 144.9331168]",Pascoe Vale South Primary School,0.7355,-37.74572,144.93562,Pascoe Vale South Primary School,1.3,2.7
4305,601/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4306,3/14 McColl Court Brunswick West VIC 3055,"[-37.7562998, 144.9369445]",Brunswick North West Primary School,0.5874,-37.75671,144.94359,Brunswick North West Primary School,1.3,2.5
4307,C16/1-5 Grantham Street Brunswick West VIC 3055,"[-37.7753709, 144.9486481]",Parkville College,0.1968,-37.77682,144.94736,Parkville College,0.6,1.0
4308,107/358 Moreland Road Brunswick West VIC 3055,"[-37.7538705, 144.9494817]",St Fidelis' School,0.4834,-37.74984,144.95156,St Fidelis' School,0.8,1.4
4309,412/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4310,614/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4311,511/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4312,7/15 Bent Street Brunswick West VIC 3055,"[-37.7588201, 144.9421057]",Brunswick North West Primary School,0.2683,-37.75671,144.94359,Brunswick North West Primary School,0.4,1.0
4313,715/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4314,2/12 Peacock Street Brunswick West VIC 3055,"[-37.7570024, 144.940887]",Brunswick North West Primary School,0.2404,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.2
4315,5/481 Albion Street Brunswick West VIC 3055,"[-37.75815559999999, 144.9428369]",Brunswick North West Primary School,0.1736,-37.75671,144.94359,Brunswick North West Primary School,0.2,0.7
4316,1/78 Melville Road Brunswick West VIC 3055,"[-37.7575569, 144.9453747]",Brunswick North West Primary School,0.1832,-37.75671,144.94359,Brunswick North West Primary School,0.2,0.5
4317,702/1 Olive York Way Brunswick West VIC 3055,"[-37.7580766, 144.9387645]",Brunswick North West Primary School,0.4515,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.1
4318,3/9 Moule Street Brunswick West VIC 3055,"[-37.7709129, 144.9411595]",Brunswick South West Primary School,0.2112,-37.77058,144.94352,Brunswick South West Primary School,0.5,1.1
4319,207/5 Olive York Way Brunswick West VIC 3055,"[-37.7587375, 144.9390345]",Brunswick North West Primary School,0.4602,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4320,50 Burnell Street Brunswick West VIC 3055,"[-37.7603687, 144.9458048]",Brunswick North Primary School,0.4118,-37.75984,144.95043,Brunswick North Primary School,0.6,1.2
4321,5/204 Union Street Brunswick West VIC 3055,"[-37.7725097, 144.9479835]",Brunswick South West Primary School,0.4478,-37.77058,144.94352,Brunswick South West Primary School,0.6,1.3
4322,605/8 Olive York Way Brunswick West VIC 3055,"[-37.7588916, 144.9395149]",Brunswick North West Primary School,0.4331,-37.75671,144.94359,Brunswick North West Primary School,0.7,1.4
4323,116/12 Olive York Way Brunswick West VIC 3055,"[-37.7595537, 144.9395896]",Brunswick North West Primary School,0.4732,-37.75671,144.94359,Brunswick North West Primary School,0.8,1.6
4324,7/35 Murray Street Brunswick West VIC 3055,"[-37.7596015, 144.9417186]",Brunswick North West Primary School,0.3608,-37.75671,144.94359,Brunswick North West Primary School,0.5,1.3
4325,20/556 Moreland Road Brunswick West VIC 3055,"[-37.7519759, 144.933882]",Pascoe Vale South Primary School,0.711,-37.74572,144.93562,Pascoe Vale South Primary School,1.3,2.7
4326,20 Hamilton Street Brunswick West VIC 3055,"[-37.7599892, 144.9489879]",Brunswick North Primary School,0.1281,-37.75984,144.95043,Brunswick North Primary School,0.3,0.5
4327,126 Pearson Street Brunswick West VIC 3055,"[-37.7609679, 144.9503644]",Brunswick North Primary School,0.1253,-37.75984,144.95043,Brunswick North Primary School,0.3,0.5
4328,10/380 Brunswick Road Brunswick West VIC 3055,"[-37.775646, 144.947037]",Parkville College,0.1334,-37.77682,144.94736,Parkville College,0.5,0.8
4329,27 Daly Street Brunswick West VIC 3055,"[-37.7673796, 144.9441267]",Brunswick South West Primary School,0.3592,-37.77058,144.94352,Brunswick South West Primary School,0.5,1.3
4330,4/252 Hope Street Brunswick West VIC 3055,"[-37.7617115, 144.9437872]",Brunswick North West Primary School,0.5554,-37.75671,144.94359,Brunswick North West Primary School,0.8,1.2
4331,4/63 Pearson Street Brunswick West VIC 3055,"[-37.7656278, 144.9491006]",Brunswick North Primary School,0.653,-37.75984,144.95043,Brunswick North Primary School,0.8,1.2
4332,6/26 Mclean Street Brunswick West VIC 3055,"[-37.7546057, 144.9388369]",Brunswick North West Primary School,0.4796,-37.75671,144.94359,Brunswick North West Primary School,1.4,2.2
4333,25 Melville Road Brunswick West VIC 3055,"[-37.76618149999999, 144.943138]",Brunswick South West Primary School,0.4894,-37.77058,144.94352,Brunswick South West Primary School,0.6,1.2
4334,57 Everett Street Brunswick West VIC 3055,"[-37.7540363, 144.9414606]",Brunswick North West Primary School,0.3511,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.3
4335,403/1 Olive York Way Brunswick West VIC 3055,"[-37.7580766, 144.9387645]",Brunswick North West Primary School,0.4515,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.1
4336,25/508-510 Moreland Road Brunswick West VIC 3055,"[-37.7525382, 144.9380605]",Brunswick North West Primary School,0.6722,-37.75671,144.94359,Brunswick North West Primary School,1.2,1.7
4337,4/24 Daly Street Brunswick West VIC 3055,"[-37.767759, 144.9445574]",Brunswick South West Primary School,0.3262,-37.77058,144.94352,Brunswick South West Primary School,0.4,1.0
4338,205/1 Olive York Way Brunswick West VIC 3055,"[-37.7580766, 144.9387645]",Brunswick North West Primary School,0.4515,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.1
4339,43 Smith Street Brunswick West VIC 3055,"[-37.7680202, 144.9448693]",Brunswick South West Primary School,0.308,-37.77058,144.94352,Brunswick South West Primary School,0.4,0.9
4340,18/39 Murray St Brunswick West VIC 3055,"[-37.7596004, 144.9414751]",Brunswick North West Primary School,0.371,-37.75671,144.94359,Brunswick North West Primary School,0.5,1.3
4341,2/380-382 Brunswick Road Brunswick West VIC 3055,"[-37.775646, 144.947037]",Parkville College,0.1334,-37.77682,144.94736,Parkville College,0.5,0.8
4342,3/465 Brunswick Road Brunswick West VIC 3055,"[-37.7749296, 144.9443854]",Parkville College,0.3357,-37.77682,144.94736,Parkville College,0.4,0.7
4343,478 Moreland Road Brunswick West VIC 3055,"[-37.7529334, 144.9411165]",Brunswick North West Primary School,0.4725,-37.75671,144.94359,Brunswick North West Primary School,1.0,1.4
4344,1/499 Victoria Street Brunswick West VIC 3055,"[-37.7648977, 144.945713]",Brunswick South West Primary School,0.6596,-37.77058,144.94352,Brunswick South West Primary School,0.9,1.3
4345,495 Victoria Street Brunswick West VIC 3055,"[-37.764882, 144.9459769]",Brunswick South West Primary School,0.6685,-37.77058,144.94352,Brunswick South West Primary School,0.9,1.4
4346,5/30 Mclean Street Brunswick West VIC 3055,"[-37.754226, 144.9392]",Brunswick North West Primary School,0.4751,-37.75671,144.94359,Brunswick North West Primary School,1.4,2.1
4347,483 Brunswick Road Brunswick West VIC 3055,"[-37.774681, 144.9425789]",Brunswick South West Primary School,0.4627,-37.77058,144.94352,Brunswick South West Primary School,0.6,1.5
4348,A42/1-5 Grantham Street Brunswick West VIC 3055,"[-37.7753709, 144.9486481]",Parkville College,0.1968,-37.77682,144.94736,Parkville College,0.6,1.0
4349,10 Peacock Street Brunswick West VIC 3055,"[-37.75718030000001, 144.9406649]",Brunswick North West Primary School,0.263,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.2
4350,8/552 Moreland Road Brunswick West VIC 3055,"[-37.7523337, 144.934192]",Pascoe Vale South Primary School,0.7448,-37.74572,144.93562,Pascoe Vale South Primary School,1.3,2.7
4351,4/11a Murray Street Brunswick West VIC 3055,"[-37.7598, 144.943207]",Brunswick North West Primary School,0.3446,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.0
4352,2 Cornwall Street Brunswick West VIC 3055,"[-37.7588224, 144.9492352]",Brunswick North Primary School,0.1544,-37.75984,144.95043,Brunswick North Primary School,0.2,0.4
4353,5/21 Everett Street Brunswick West VIC 3055,"[-37.7563733, 144.9410305]",Brunswick North West Primary School,0.2286,-37.75671,144.94359,Brunswick North West Primary School,0.4,1.1
4354,11/536 Albion St Brunswick West VIC 3055,"[-37.7582603, 144.9352457]",Moonee Ponds Primary School,0.5978,-37.76334,144.93299,Moonee Ponds Primary School,1.8,3.4
4355,5/4 Balfe Crescent Brunswick West VIC 3055,"[-37.7682327, 144.939181]",Brunswick South West Primary School,0.4626,-37.77058,144.94352,Brunswick South West Primary School,0.6,1.4
4356,6/520 Moreland Road Brunswick West VIC 3055,"[-37.7528101, 144.9369487]",Brunswick North West Primary School,0.7279,-37.75671,144.94359,Brunswick North West Primary School,4.9,8.1
4357,105/2-4 Murray Street Brunswick West VIC 3055,"[-37.7595601, 144.9438613]",Brunswick North West Primary School,0.3172,-37.75671,144.94359,Brunswick North West Primary School,0.5,0.9
4358,6/129 Melville Road Brunswick West VIC 3055,"[-37.7592257, 144.9445359]",Brunswick North West Primary School,0.2914,-37.75671,144.94359,Brunswick North West Primary School,0.4,0.7
4359,401/1 Olive York Way Brunswick West VIC 3055,"[-37.7580766, 144.9387645]",Brunswick North West Primary School,0.4515,-37.75671,144.94359,Brunswick North West Primary School,0.6,1.1
4360,537 Albion Street Brunswick West VIC 3055,"[-37.7575121, 144.9368585]",Brunswick North West Primary School,0.5998,-37.75671,144.94359,Brunswick North West Primary School,0.8,1.5
4361,2/6 Wallace Street Brunswick West VIC 3055,"[-37.7635091, 144.946235]",Brunswick North Primary School,0.55,-37.75984,144.95043,Brunswick North Primary School,0.9,1.3
4362,B202/12 Olive York Way Brunswick West VIC 3055,"[-37.7595537, 144.9395896]",Brunswick North West Primary School,0.4732,-37.75671,144.94359,Brunswick North West Primary School,0.8,1.6
4363,1A Jolley Street Brunswick West VIC 3055,"[-37.7586319, 144.9459541]",Brunswick North West Primary School,0.2982,-37.75671,144.94359,Brunswick North West Primary School,0.5,0.8
4364,20 Burnell Street Brunswick West VIC 3055,"[-37.7627349, 144.9452456]",Brunswick North Primary School,0.5585,-37.75984,144.95043,Brunswick North Primary School,0.9,1.3
4365,2/2 Manica Street Brunswick West VIC 3055,"[-37.774045, 144.9397401]",Brunswick South West Primary School,0.5087,-37.77058,144.94352,Brunswick South West Primary School,0.9,1.9
4366,16A Melville Road Brunswick West VIC 3055,"[-37.7673171, 144.9434176]",Brunswick South West Primary School,0.3623,-37.77058,144.94352,Brunswick South West Primary School,0.4,0.7
4367,5/14A Bent Street Brunswick West VIC 3055,"[-37.7590684, 144.9426219]",Brunswick North West Primary School,0.2753,-37.75671,144.94359,Brunswick North West Primary School,0.4,1.0
4368,4/40 Murray Street Brunswick West VIC 3055,"[-37.7592217, 144.9414606]",Brunswick North West Primary School,0.336,-37.75671,144.94359,Brunswick North West Primary School,0.5,1.3
4369,8/16 Wallace Street Brunswick West VIC 3055,"[-37.7628591, 144.946364]",Brunswick North Primary School,0.4906,-37.75984,144.95043,Brunswick North Primary School,0.8,1.2
4370,1/10 Walker Street Brunswick West VIC 3055,"[-37.7661448, 144.9420627]",Brunswick South West Primary School,0.5087,-37.77058,144.94352,Brunswick South West Primary School,0.7,1.4
4371,128 Pearson Street Brunswick West VIC 3055,"[-37.760895, 144.950237]",Brunswick North Primary School,0.1183,-37.75984,144.95043,Brunswick North Primary School,0.3,0.4
4372,2/1 Allard Street Brunswick West VIC 3055,"[-37.7682406, 144.9421057]",Brunswick South West Primary School,0.288,-37.77058,144.94352,Brunswick South West Primary School,0.4,0.9
4373,2/2 Duggan Street Brunswick West VIC 3055,"[-37.7585351, 144.9407294]",Brunswick North West Primary School,0.3234,-37.75671,144.94359,Brunswick North West Primary School,0.5,1.0
4374,17 Owen Street Brunswick West VIC 3055,"[-37.766182, 144.938694]",Moonee Ponds Primary School,0.5934,-37.76334,144.93299,Moonee Ponds Primary School,1.2,2.0
