,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
1853,5 Grandview Avenue Rye VIC 3941,"[-38.376667, 144.8337006]",35.3,37.4,Rye Primary School,0.9489,-38.37312,144.82382,Rye Primary School,1.2,2.8
1854,7 Gawalla Street Rye VIC 3941,"[-38.3844784, 144.8081887]",40.0,37.4,Rye Primary School,1.8588,-38.37312,144.82382,Rye Primary School,2.9,4.4
1855,43 Menzies Street Rye VIC 3941,"[-38.3867777, 144.797561]",39.9,39.3,Rye Primary School,2.7501,-38.37312,144.82382,Rye Primary School,4.0,6.5
1856,10 Claudius Street St Andrews Beach VIC 3941,"[-38.4223748, 144.8329703]",39.1,38.8,Boneo Primary School,4.8842,-38.41187,144.88728,Boneo Primary School,6.2,8.2
1857,3C Weir Street Rye VIC 3941,"[-38.371857, 144.8284816]",34.8,36.9,Rye Primary School,0.4308,-38.37312,144.82382,Rye Primary School,0.5,1.3
1858,103 Brights Drive Rye VIC 3941,"[-38.38317310000001, 144.8365357]",38.4,38.1,Rye Primary School,1.5747,-38.37312,144.82382,Rye Primary School,2.4,5.3
1859,19 John Street Tootgarook VIC 3941,"[-38.3768391, 144.8553102]",33.2,34.0,Tootgarook Primary School,0.8356,-38.36948,144.85732,Tootgarook Primary School,1.5,2.8
1860,2 Nalong Street Rye VIC 3941,"[-38.3850375, 144.8119248]",39.3,36.8,Rye Primary School,1.6824,-38.37312,144.82382,Rye Primary School,2.5,4.0
1861,Rye VIC 3941,"[-38.377, 144.838]",35.2,37.4,Rye Primary School,1.3118,-38.37312,144.82382,Rye Primary School,1.6,3.8
1862,2 Burdoo Street Rye VIC 3941,"[-38.38126099999999, 144.8163052]",39.4,36.5,Rye Primary School,1.1171,-38.37312,144.82382,Rye Primary School,1.8,2.7
1863,26 Hardy Street Rye VIC 3941,"[-38.3688577, 144.7949204]",38.1,42.0,Rye Primary School,2.5694,-38.37312,144.82382,Rye Primary School,3.5,6.1
1864,6 Drum St Rye VIC 3941,"[-38.385274, 144.8026063]",39.7,38.6,Rye Primary School,2.2926,-38.37312,144.82382,Rye Primary School,3.0,5.4
1865,24 Pasadena Street Rye VIC 3941,"[-38.3818627, 144.7962514]",40.5,40.7,Rye Primary School,2.5971,-38.37312,144.82382,Rye Primary School,3.1,5.1
1866,40 Rosyth Road Rye VIC 3941,"[-38.3779179, 144.8195263]",40.3,38.0,Rye Primary School,0.6515,-38.37312,144.82382,Rye Primary School,1.0,2.6
1867,1/9 Weeroona Street Rye VIC 3941,"[-38.3723277, 144.832218]",34.4,36.6,Rye Primary School,0.7391,-38.37312,144.82382,Rye Primary School,0.9,2.0
1868,8 Keith Street Tootgarook VIC 3941,"[-38.3702077, 144.8522166]",32.6,33.8,Tootgarook Primary School,0.4532,-38.36948,144.85732,Tootgarook Primary School,0.6,1.2
1869,4/5 Hygeia Street Rye VIC 3941,"[-38.3715707, 144.8308823]",34.5,36.7,Rye Primary School,0.6407,-38.37312,144.82382,Rye Primary School,0.8,2.0
1870,44 St Andrews Drive Rye VIC 3941,"[-38.3761765, 144.7970672]",42.1,40.5,Rye Primary School,2.3623,-38.37312,144.82382,Rye Primary School,3.2,4.8
1871,208 Sandy Road St Andrews Beach VIC 3941,"[-38.4181171, 144.8526033]",36.4,33.7,Boneo Primary School,3.1069,-38.41187,144.88728,Boneo Primary School,3.5,3.1
1872,7 George Street Rye VIC 3941,"[-38.3754664, 144.8126978]",40.5,38.0,Rye Primary School,1.0062,-38.37312,144.82382,Rye Primary School,1.3,2.4
1873,13 Bachli Street Rye VIC 3941,"[-38.376698, 144.7994288]",41.7,40.2,Rye Primary School,2.1681,-38.37312,144.82382,Rye Primary School,2.8,4.5
1874,12 Gawalla Street Rye VIC 3941,"[-38.3844421, 144.8076089]",40.0,37.4,Rye Primary School,1.8937,-38.37312,144.82382,Rye Primary School,2.9,4.4
1875,38 Alexander Avenue Rye VIC 3941,"[-38.3697941, 144.7954357]",38.2,42.3,Rye Primary School,2.5078,-38.37312,144.82382,Rye Primary School,3.6,6.4
1876,1A Yera Crescent Rye VIC 3941,"[-38.3839692, 144.8065998]",40.1,37.7,Rye Primary School,1.9273,-38.37312,144.82382,Rye Primary School,3.0,4.7
1877,33 Pardoner Road Rye VIC 3941,"[-38.3776465, 144.7907128]",42.5,40.4,Rye Primary School,2.9363,-38.37312,144.82382,Rye Primary School,3.6,4.7
1878,102 John Street Tootgarook VIC 3941,"[-38.3758071, 144.844698]",34.3,35.8,Tootgarook Primary School,1.3076,-38.36948,144.85732,Tootgarook Primary School,1.9,3.7
1879,37 Pier St Rye VIC 3941,"[-38.379974, 144.8209866]",39.8,38.2,Rye Primary School,0.8001,-38.37312,144.82382,Rye Primary School,1.3,3.6
1880,7 Evans Street Rye VIC 3941,"[-38.3852442, 144.8013611]",39.8,38.6,Rye Primary School,2.3796,-38.37312,144.82382,Rye Primary School,3.1,5.6
1881,1 Williamson Street Tootgarook VIC 3941,"[-38.3733086, 144.8516581]",33.0,34.5,Tootgarook Primary School,0.6522,-38.36948,144.85732,Tootgarook Primary School,1.0,1.9
1882,28 Doe Street Rye VIC 3941,"[-38.377505, 144.7923014]",42.5,40.5,Rye Primary School,2.7969,-38.37312,144.82382,Rye Primary School,3.7,4.8
1883,Blairgowrie VIC 3942,"[-38.3645949, 144.7686693]",45.2,43.4,Sorrento Primary School,3.5447,-38.34148,144.74069,Sorrento Primary School,4.1,5.9
1884,9 Lansdowne Street Blairgowrie VIC 3942,"[-38.372703, 144.7856897]",43.5,41.9,Rye Primary School,3.3324,-38.37312,144.82382,Rye Primary School,4.6,6.2
1885,10 Friar Street Blairgowrie VIC 3942,"[-38.3771915, 144.7842301]",43.0,41.5,Rye Primary School,3.4889,-38.37312,144.82382,Rye Primary School,4.1,5.8
1886,77 Garden St Blairgowrie VIC 3942,"[-38.3648265, 144.7776298]",39.5,43.1,Rye Primary School,4.1402,-38.37312,144.82382,Rye Primary School,4.9,7.2
1887,26 Melibee St Blairgowrie VIC 3942,"[-38.37513, 144.783071]",43.3,41.7,Rye Primary School,3.5678,-38.37312,144.82382,Rye Primary School,4.4,6.0
1888,89A Revell Street Blairgowrie VIC 3942,"[-38.3695378, 144.7740562]",44.3,42.3,Sorrento Primary School,4.2668,-38.34148,144.74069,Sorrento Primary School,4.7,6.0
1889,4 Kay St Blairgowrie VIC 3942,"[-38.35945359999999, 144.7607076]",45.9,43.9,Sorrento Primary School,2.6537,-38.34148,144.74069,Sorrento Primary School,3.2,4.9
1890,26 Dana Avenue Blairgowrie VIC 3942,"[-38.3724124, 144.7703218]",44.5,43.4,Sorrento Primary School,4.3009,-38.34148,144.74069,Sorrento Primary School,5.0,7.2
1891,12 The Heights Sorrento VIC 3943,"[-38.32832519999999, 144.7353897]",50.8,49.9,Sorrento Primary School,1.532,-38.34148,144.74069,Sorrento Primary School,1.9,3.9
1892,12 Morobe Street Sorrento VIC 3943,"[-38.3543648, 144.758948]",46.7,44.7,Sorrento Primary School,2.1431,-38.34148,144.74069,Sorrento Primary School,2.9,4.5
1893,27/3374 Point Nepean Road Sorrento VIC 3943,"[-38.3382681, 144.7418472]",49.5,47.7,Sorrento Primary School,0.3706,-38.34148,144.74069,Sorrento Primary School,0.6,1.7
1894,1/8 Heather Avenue Sorrento VIC 3943,"[-38.3478198, 144.7472753]",47.9,45.5,Sorrento Primary School,0.9092,-38.34148,144.74069,Sorrento Primary School,1.5,2.8
1895,3764 Point Nepean Road Portsea VIC 3944,"[-38.3199024, 144.7141488]",52.7,51.3,Sorrento Primary School,3.335,-38.34148,144.74069,Sorrento Primary School,4.3,6.0
1896,3 Stonecutters Road Portsea VIC 3944,"[-38.334205, 144.725559]",50.5,49.0,Sorrento Primary School,1.5499,-38.34148,144.74069,Sorrento Primary School,2.1,3.8
1897,3745 Point Nepean Road Portsea VIC 3944,"[-38.320593099999996, 144.7144976]",52.7,51.4,Sorrento Primary School,3.2589,-38.34148,144.74069,Sorrento Primary School,4.3,6.2
1898,50 James Road Bena VIC 3946,"[-38.4448516, 145.7533847]",62.4,58.7,Korumburra Secondary College,4.4113,-38.44387,145.8039,Korumburra Secondary College,14.8,21.4
1899,4 Karmai Court Korumburra VIC 3950,"[-38.4386478, 145.8151927]",62.4,48.9,Korumburra Primary School,0.9922,-38.43513,145.82564,Korumburra Primary School,1.7,3.4
1900,1/35 William Street Korumburra VIC 3950,"[-38.4332916, 145.8184389]",61.7,47.9,Korumburra Primary School,0.661,-38.43513,145.82564,Korumburra Primary School,1.1,2.4
1901,26-30 Mine Road Korumburra VIC 3950,"[-38.4357386, 145.8267458]",61.7,47.6,Korumburra Primary School,0.1178,-38.43513,145.82564,Korumburra Primary School,0.1,0.2
1902,40A Seaview Court Nyora VIC 3987,"[-38.3063853, 145.6482978]",37.8,35.2,Nyora Primary School,4.0484,-38.33624,145.67489,Nyora Primary School,5.1,7.6
1903,40-42 Watts Road Nyora VIC 3987,"[-38.331533, 145.6675152]",43.8,36.0,Nyora Primary School,0.8299,-38.33624,145.67489,Nyora Primary School,1.0,2.6
1904,1 Tamarama Close Tarwin Lower VIC 3956,"[-38.7026773, 145.871473]",136.2,112.6,Tarwin Lower Primary School,0.3841,-38.70257,145.86706,Tarwin Lower Primary School,0.7,1.7
1905,18 PLUTO Drive Venus Bay VIC 3956,"[-38.7065891, 145.8253162]",141.6,119.0,Tarwin Lower Primary School,3.6584,-38.70257,145.86706,Tarwin Lower Primary School,5.8,7.5
1906,19 Anita Crescent Venus Bay VIC 3956,"[-38.679241, 145.7955571]",144.9,122.2,Tarwin Lower Primary School,6.7384,-38.70257,145.86706,Tarwin Lower Primary School,9.1,10.7
1907,235 Duncans Road Fish Creek VIC 3959,"[-38.7406762, 146.0306992]",148.0,134.4,Fish Creek and District Primary School,6.9152,-38.69475,146.08442,Fish Creek and District Primary School,10.4,20.4
1908,23 Nelson Street Foster VIC 3960,"[-38.65293140000001, 146.2046404]",113.4,88.4,Foster Primary School,0.5407,-38.65734,146.202,Foster Primary School,1.5,3.5
1909,5/8 Winchester Street Foster VIC 3960,"[-38.6466457, 146.200596]",112.7,88.6,Foster Secondary College,0.6299,-38.65174,146.19741,Foster Secondary College,0.9,3.4
1910,3/38 Station Road Foster VIC 3960,"[-38.6542591, 146.2019898]",113.6,88.5,Foster Primary School,0.342,-38.65734,146.202,Foster Primary School,1.0,2.4
1911,Foster VIC 3960,"[-38.6549949, 146.2067888]",113.8,89.9,Foster Primary School,0.4914,-38.65734,146.202,Foster Primary School,1.0,4.0
1912,36B Main Street Foster VIC 3960,"[-38.6524832, 146.200656]",113.5,88.3,Foster Secondary College,0.2944,-38.65174,146.19741,Foster Secondary College,0.3,1.3
1913,1/10 Bay Street Port Albert VIC 3971,"[-38.6705544, 146.6938372]",163.1,125.9,Alberton Primary School,6.3273,-38.61771,146.6666,Alberton Primary School,7.3,8.8
1914,6 Rainwater Drive Lyndhurst VIC 3975,"[-38.0717745, 145.2530722]",2.5,4.4,Lyndhurst Primary School,0.3645,-38.07496,145.25408,Lyndhurst Primary School,0.5,0.9
1915,29 Paterson Drive Lynbrook VIC 3975,"[-38.0506528, 145.2484294]",2.9,4.9,Lynbrook Primary School,0.199,-38.05239,145.24899,Lynbrook Primary School,0.2,0.4
1916,56 May Gibbs Cres Lynbrook VIC 3975,"[-38.0530038, 145.2520555]",3.4,5.8,Lynbrook Primary School,0.2775,-38.05239,145.24899,Lynbrook Primary School,0.3,0.6
1917,10 Tea Tree Court Lyndhurst VIC 3975,"[-38.0650362, 145.2483862]",1.7,3.1,St Francis de Sales Catholic Primary School,0.7593,-38.05901,145.25248,St Francis de Sales Catholic Primary School,4.8,8.3
1918,1 Moreton Bay Boulevard Lyndhurst VIC 3975,"[-38.056846, 145.2448466]",0.7,2.1,Lynbrook Primary School,0.6139,-38.05239,145.24899,Lynbrook Primary School,5.4,8.2
1919,2/24 Silvercreek Drive Lynbrook VIC 3975,"[-38.0467454, 145.2582508]",3.0,5.2,Lynbrook Primary School,1.0263,-38.05239,145.24899,Lynbrook Primary School,1.7,3.3
1920,76 Hutchinson Drive Lynbrook VIC 3975,"[-38.0529432, 145.2556925]",3.6,5.8,Lynbrook Primary School,0.5915,-38.05239,145.24899,Lynbrook Primary School,0.8,1.4
1921,172 Paterson Drive Lynbrook VIC 3975,"[-38.0620404, 145.2552932]",4.8,7.2,St Francis de Sales Catholic Primary School,0.4172,-38.05901,145.25248,St Francis de Sales Catholic Primary School,0.7,1.3
1922,19 Grenaroff Walk Lyndhurst VIC 3975,"[-38.0783611, 145.256003]",2.2,4.3,Lyndhurst Primary School,0.4135,-38.07496,145.25408,Lyndhurst Primary School,0.6,1.3
1923,21 Henry Lawson Drive Lynbrook VIC 3975,"[-38.0506251, 145.2536527]",3.2,5.6,Lynbrook Primary School,0.4537,-38.05239,145.24899,Lynbrook Primary School,0.4,1.8
1924,11 Andretti Avenue Lynbrook VIC 3975,"[-38.0705447, 145.2614452]",2.6,4.9,Lyndhurst Primary School,0.8111,-38.07496,145.25408,Lyndhurst Primary School,1.4,2.8
1925,11 Wattle Valley Close Lyndhurst VIC 3975,"[-38.0670784, 145.2473009]",1.9,3.6,St Francis de Sales Catholic Primary School,1.0043,-38.05901,145.25248,St Francis de Sales Catholic Primary School,4.6,8.3
1926,55 Tobin Way Lyndhurst VIC 3975,"[-38.0638798, 145.2494438]",1.2,2.9,St Francis de Sales Catholic Primary School,0.6026,-38.05901,145.25248,St Francis de Sales Catholic Primary School,5.7,10.1
1927,22 Tranter Square Lynbrook VIC 3975,"[-38.0477971, 145.2528325]",2.6,4.6,Lynbrook Primary School,0.6113,-38.05239,145.24899,Lynbrook Primary School,1.0,2.7
1928,3 Tilly Place Lynbrook VIC 3975,"[-38.0565102, 145.2590059]",4.1,6.3,St Francis de Sales Catholic Primary School,0.6364,-38.05901,145.25248,St Francis de Sales Catholic Primary School,1.1,2.3
1929,39 Gilmore Crescent Lynbrook VIC 3975,"[-38.0476143, 145.2532642]",2.6,4.5,Lynbrook Primary School,0.6494,-38.05239,145.24899,Lynbrook Primary School,1.0,2.6
1930,35 Paterson Drive Lynbrook VIC 3975,"[-38.0511412, 145.2484725]",3.0,5.0,Lynbrook Primary School,0.1459,-38.05239,145.24899,Lynbrook Primary School,0.1,0.2
1931,11 Kawana Mews Cranbourne VIC 3977,"[-38.110572, 145.254886]",3.7,7.4,St Peter's College,0.2964,-38.10841,145.25687,St Peter's College,1.1,2.7
1932,5 Kawana Mews Cranbourne VIC 3977,"[-38.110572, 145.254886]",3.7,7.4,St Peter's College,0.2964,-38.10841,145.25687,St Peter's College,1.1,2.7
1933,79 Morningside Boulevard Cranbourne West VIC 3977,"[-38.1001105, 145.2494222]",4.2,6.0,Cranbourne West Secondary College,0.7768,-38.10672,145.24651,Cranbourne West Secondary College,1.1,2.3
1934,214 Evans Road Cranbourne West VIC 3977,"[-38.0904503, 145.2565452]",2.9,4.5,Cranbourne West Primary School,1.6771,-38.10271,145.26772,Cranbourne West Primary School,2.6,4.1
1935,75 Morningside Boulevard Cranbourne West VIC 3977,"[-38.0997461, 145.2496381]",4.2,6.1,Cranbourne West Secondary College,0.8213,-38.10672,145.24651,Cranbourne West Secondary College,1.2,2.4
1936,11 Glenn Close Cranbourne West VIC 3977,"[-38.1028092, 145.2553795]",3.1,5.3,St Peter's College,0.6353,-38.10841,145.25687,St Peter's College,1.4,2.6
1937,17 Faolan Way Cranbourne West VIC 3977,"[-38.1017292, 145.2475229]",4.9,8.4,Cranbourne West Secondary College,0.561,-38.10672,145.24651,Cranbourne West Secondary College,1.5,4.2
1938,204 Evans Road Cranbourne West VIC 3977,"[-38.0912156, 145.2563293]",2.8,4.1,Cranbourne West Primary School,1.6205,-38.10271,145.26772,Cranbourne West Primary School,2.5,3.7
1939,15 Belfort La Cranbourne VIC 3977,"[-38.1118463, 145.2611214]",3.8,7.0,St Peter's College,0.5334,-38.10841,145.25687,St Peter's College,1.2,2.3
1940,12 Scorchin Drive Cranbourne South VIC 3977,"[-38.1233373, 145.2345965]",8.2,11.9,Barton Primary School,1.0055,-38.11498,145.23902,Barton Primary School,4.2,6.4
1941,3 Erindale Street Cranbourne West VIC 3977,"[-38.10820349999999, 145.238466]",5.6,8.8,Cranbourne West Secondary College,0.7245,-38.10672,145.24651,Cranbourne West Secondary College,1.8,3.8
1942,14 Rawls Street Cranbourne VIC 3977,"[-38.1142758, 145.2540107]",5.6,8.8,St Peter's College,0.6977,-38.10841,145.25687,St Peter's College,2.0,3.2
1943,8 Floyd Circuit Cranbourne VIC 3977,"[-38.1161624, 145.2577145]",4.2,9.1,St Peter's College,0.8637,-38.10841,145.25687,St Peter's College,1.5,4.4
1944,34 Diplomat Crescent Cranbourne South VIC 3977,"[-38.1238748, 145.242637]",8.6,12.9,Barton Primary School,1.037,-38.11498,145.23902,Barton Primary School,4.6,7.4
1945,17 Metallic Way Cranbourne South VIC 3977,"[-38.1242937, 145.2444139]",8.8,13.2,Barton Primary School,1.1369,-38.11498,145.23902,Barton Primary School,4.8,7.7
1946,5 Blainroe Crescent Cranbourne VIC 3977,"[-38.121249, 145.252703]",5.5,9.0,Barton Primary School,1.3871,-38.11498,145.23902,Barton Primary School,1.8,3.6
1947,35 Bernborough Avenue Cranbourne West VIC 3977,"[-38.0977874, 145.2574518]",2.5,5.4,Cranbourne West Primary School,1.0534,-38.10271,145.26772,Cranbourne West Primary School,2.1,4.0
1948,7 Bayley Place Cranbourne West VIC 3977,"[-38.1144113, 145.2426236]",5.8,9.0,Barton Primary School,0.3223,-38.11498,145.23902,Barton Primary School,0.6,1.2
1949,22 Queenie Way Cranbourne West VIC 3977,"[-38.1012758, 145.249638]",3.8,6.3,Cranbourne West Secondary College,0.6637,-38.10672,145.24651,Cranbourne West Secondary College,1.1,2.2
1950,4 Amarillo Drive Cranbourne South VIC 3977,"[-38.1251498, 145.2358039]",8.1,11.5,Barton Primary School,1.1635,-38.11498,145.23902,Barton Primary School,4.1,6.0
1951,10 Diplomat Crescent Cranbourne South VIC 3977,"[-38.1240379, 145.2422124]",8.5,12.5,Barton Primary School,1.0437,-38.11498,145.23902,Barton Primary School,4.5,7.0
1952,49 Flicka Boulevard Cranbourne West VIC 3977,"[-38.1051685, 145.2500196]",4.2,6.9,Cranbourne West Secondary College,0.3527,-38.10672,145.24651,Cranbourne West Secondary College,0.5,1.5
1953,25 Cilroy Crescent Cranbourne South VIC 3977,"[-38.1226436, 145.2351638]",8.3,12.3,Barton Primary School,0.9154,-38.11498,145.23902,Barton Primary School,4.3,6.8
1954,23 Cilroy Crescent Cranbourne South VIC 3977,"[-38.1226436, 145.2351638]",8.3,12.3,Barton Primary School,0.9154,-38.11498,145.23902,Barton Primary School,4.3,6.8
1955,28 Remus Circuit Cranbourne West VIC 3977,"[-38.104007, 145.2513648]",4.3,7.4,Cranbourne West Secondary College,0.5215,-38.10672,145.24651,Cranbourne West Secondary College,0.9,2.4
1956,4 Douglas Court Cranbourne West VIC 3977,"[-38.1023343, 145.2571064]",2.7,4.7,St Peter's College,0.6747,-38.10841,145.25687,St Peter's College,1.6,2.8
1957,18 Formby Place Cranbourne VIC 3977,"[-38.120047, 145.2529189]",5.2,8.3,St Peter's College,1.3374,-38.10841,145.25687,St Peter's College,1.6,2.7
1958,20 Forton Crescent Cranbourne West VIC 3977,"[-38.1012794, 145.2446739]",5.0,8.7,Cranbourne West Secondary College,0.625,-38.10672,145.24651,Cranbourne West Secondary College,1.6,4.6
1959,27 Cilroy Crescent Cranbourne South VIC 3977,"[-38.1226436, 145.2351638]",8.3,12.3,Barton Primary School,0.9154,-38.11498,145.23902,Barton Primary School,4.3,6.8
1960,14 Saint Mellion Court Cranbourne VIC 3977,"[-38.1164367, 145.2650719]",3.8,7.1,St Peter's College,1.1451,-38.10841,145.25687,St Peter's College,2.3,3.7
1961,1 Baildor Court Cranbourne VIC 3977,"[-38.1216722, 145.2574733]",4.5,7.7,St Peter's College,1.473,-38.10841,145.25687,St Peter's College,2.0,3.0
1962,28 Saddleback Road Botanic Ridge VIC 3977,"[-38.1487284, 145.2913574]",6.0,8.1,Botanic Ridge Primary School,0.3259,-38.15007,145.28805,Botanic Ridge Primary School,0.4,1.6
1963,18 Olive Road Devon Meadows VIC 3977,"[-38.1652368, 145.2974811]",8.4,11.2,Devon Meadows Primary School,0.4934,-38.16203,145.30138,Devon Meadows Primary School,0.9,1.6
1964,24 Tulloch Street Botanic Ridge VIC 3977,"[-38.1447732, 145.2821459]",6.9,11.6,Botanic Ridge Primary School,0.7833,-38.15007,145.28805,Botanic Ridge Primary School,1.0,3.8
1965,10 Enright Street Botanic Ridge VIC 3977,"[-38.1465535, 145.2831859]",6.6,11.0,Botanic Ridge Primary School,0.5781,-38.15007,145.28805,Botanic Ridge Primary School,0.8,3.0
1966,15 Platypus Rise Botanic Ridge VIC 3977,"[-38.1439554, 145.2899661]",5.9,8.6,Botanic Ridge Primary School,0.6992,-38.15007,145.28805,Botanic Ridge Primary School,0.9,2.5
1967,1 Fiona Drive Cranbourne South VIC 3977,"[-38.1519658, 145.2761583]",7.8,9.7,Botanic Ridge Primary School,1.0634,-38.15007,145.28805,Botanic Ridge Primary School,2.2,3.4
1968,11 Glenwood Court Cranbourne VIC 3977,"[-38.0920691, 145.2781334]",1.4,2.9,Rangebank Primary School,0.549,-38.08736,145.27622,Rangebank Primary School,1.2,2.0
1969,4/6-8 Murray Court Cranbourne VIC 3977,"[-38.0963183, 145.2763331]",0.7,1.6,Cranbourne Park Primary School,0.8683,-38.10406,145.27775,Cranbourne Park Primary School,1.0,2.8
1970,28 Grace Street Cranbourne VIC 3977,"[-38.1049058, 145.2851318]",1.2,2.1,Cranbourne Secondary College,0.3108,-38.10759,145.28614,Cranbourne Secondary College,0.9,1.9
1971,1/34 Circle Drive Cranbourne VIC 3977,"[-38.0964827, 145.2808539]",0.4,1.1,Cranbourne Park Primary School,0.884,-38.10406,145.27775,Cranbourne Park Primary School,1.7,3.0
1972,25 Clairmont Avenue Cranbourne VIC 3977,"[-38.0927054, 145.2760175]",1.6,2.5,Rangebank Primary School,0.5936,-38.08736,145.27622,Rangebank Primary School,0.9,1.2
1973,18G Scott Street Cranbourne VIC 3977,"[-38.110963, 145.2802494]",1.5,3.5,St Agatha's School,0.1439,-38.11164,145.27885,St Agatha's School,0.2,0.7
1974,38 Lurline Street Cranbourne VIC 3977,"[-38.1098673, 145.2753698]",1.9,3.5,St Agatha's School,0.3631,-38.11164,145.27885,St Agatha's School,0.9,1.8
1975,1/311 South Gippsland Highway Cranbourne VIC 3977,"[-38.092183, 145.280341]",2.4,3.3,Rangebank Primary School,0.646,-38.08736,145.27622,Rangebank Primary School,0.8,1.1
1976,53 Lurline Street Cranbourne VIC 3977,"[-38.1067496, 145.2755941]",1.5,3.0,Cranbourne Park Primary School,0.3534,-38.10406,145.27775,Cranbourne Park Primary School,0.5,1.4
1977,1 Cobain Way Cranbourne East VIC 3977,"[-38.1178445, 145.2916072]",3.0,6.0,Casey Fields Primary School,0.6487,-38.12014,145.29841,Casey Fields Primary School,0.8,1.5
